Id,Cliente_Id,Valor,DataHora,Hora,Minuto,Segundo,Dia
4015,690,-10.0,2021-06-30T12:13:26.000Z,12,13,26,2021-06-30
4014,690,-10.0,2021-06-30T12:11:55.000Z,12,11,55,2021-06-30
4013,690,-10.0,2021-06-30T12:10:17.000Z,12,10,17,2021-06-30
4010,689,-3.0,2021-06-30T10:09:57.000Z,10,9,57,2021-06-30
4009,689,-2.0,2021-06-30T10:09:16.000Z,10,9,16,2021-06-30
4008,689,-5.0,2021-06-30T10:08:31.000Z,10,8,31,2021-06-30
4007,689,-2.0,2021-06-30T10:07:29.000Z,10,7,29,2021-06-30
4006,689,-2.0,2021-06-30T10:06:41.000Z,10,6,41,2021-06-30
4005,689,-6.0,2021-06-30T10:05:51.000Z,10,5,51,2021-06-30
3995,689,-3.0,2021-06-29T21:10:27.000Z,21,10,27,2021-06-29
3994,689,-2.0,2021-06-29T21:08:47.000Z,21,8,47,2021-06-29
3953,690,-10.0,2021-06-29T11:59:22.000Z,11,59,22,2021-06-29
3952,690,-10.0,2021-06-29T11:57:38.000Z,11,57,38,2021-06-29
3951,690,-10.0,2021-06-29T11:56:02.000Z,11,56,2,2021-06-29
3950,690,-10.0,2021-06-29T11:54:31.000Z,11,54,31,2021-06-29
3949,690,-20.0,2021-06-29T11:53:19.000Z,11,53,19,2021-06-29
3948,690,-10.0,2021-06-29T11:51:48.000Z,11,51,48,2021-06-29
3933,690,-10.0,2021-06-28T17:32:31.000Z,17,32,31,2021-06-28
3932,690,-20.0,2021-06-28T17:31:22.000Z,17,31,22,2021-06-28
3924,690,-10.0,2021-06-28T11:15:03.000Z,11,15,3,2021-06-28
3923,690,-10.0,2021-06-28T11:13:37.000Z,11,13,37,2021-06-28
3922,690,-10.0,2021-06-28T11:12:02.000Z,11,12,2,2021-06-28
3921,690,-10.0,2021-06-28T11:10:29.000Z,11,10,29,2021-06-28
8309,671,-2.0,2021-12-14T16:52:06.000Z,16,52,6,2021-12-14
8308,671,-2.0,2021-12-14T16:51:30.000Z,16,51,30,2021-12-14
8303,671,-20.0,2021-12-14T12:11:28.000Z,12,11,28,2021-12-14
8302,671,-10.0,2021-12-14T12:10:37.000Z,12,10,37,2021-12-14
8244,671,-20.0,2021-12-09T21:43:35.000Z,21,43,35,2021-12-09
8243,671,-50.0,2021-12-09T21:42:58.000Z,21,42,58,2021-12-09
8241,671,-3.0,2021-12-09T19:44:22.000Z,19,44,22,2021-12-09
8240,671,-2.0,2021-12-09T19:43:46.000Z,19,43,46,2021-12-09
8236,671,-5.0,2021-12-09T17:17:56.000Z,17,17,56,2021-12-09
8235,671,-5.0,2021-12-09T17:17:32.000Z,17,17,32,2021-12-09
8234,671,-2.0,2021-12-09T17:15:38.000Z,17,15,38,2021-12-09
8227,671,-2.0,2021-12-09T15:41:21.000Z,15,41,21,2021-12-09
8226,671,-10.0,2021-12-09T15:40:23.000Z,15,40,23,2021-12-09
8224,671,-2.0,2021-12-09T15:27:45.000Z,15,27,45,2021-12-09
8223,671,-2.0,2021-12-09T15:26:36.000Z,15,26,36,2021-12-09
8219,671,-3.0,2021-12-09T12:42:04.000Z,12,42,4,2021-12-09
8218,671,-2.0,2021-12-09T12:41:24.000Z,12,41,24,2021-12-09
7745,671,-2.0,2021-11-10T21:27:36.000Z,21,27,36,2021-11-10
7744,671,-10.0,2021-11-10T21:25:54.000Z,21,25,54,2021-11-10
7743,671,-100.0,2021-11-10T21:24:39.000Z,21,24,39,2021-11-10
7741,671,-2.0,2021-11-10T20:56:21.000Z,20,56,21,2021-11-10
7740,671,-20.0,2021-11-10T20:55:35.000Z,20,55,35,2021-11-10
7739,671,-5.0,2021-11-10T20:53:36.000Z,20,53,36,2021-11-10
7736,671,-40.0,2021-11-10T15:22:08.000Z,15,22,8,2021-11-10
7735,671,-2.0,2021-11-10T15:21:07.000Z,15,21,7,2021-11-10
7734,671,-5.0,2021-11-10T15:20:14.000Z,15,20,14,2021-11-10
7730,671,-100.0,2021-11-10T00:14:55.000Z,0,14,55,2021-11-10
7729,671,-2.0,2021-11-10T00:13:01.000Z,0,13,1,2021-11-10
7728,671,-30.0,2021-11-10T00:07:44.000Z,0,7,44,2021-11-10
7727,671,-20.0,2021-11-10T00:06:43.000Z,0,6,43,2021-11-10
7724,671,-2.0,2021-11-09T22:16:50.000Z,22,16,50,2021-11-09
7723,671,-4.0,2021-11-09T22:16:13.000Z,22,16,13,2021-11-09
7722,671,-4.0,2021-11-09T22:14:27.000Z,22,14,27,2021-11-09
7716,732,-5.0,2021-11-09T20:58:17.000Z,20,58,17,2021-11-09
7715,732,-5.0,2021-11-09T20:56:35.000Z,20,56,35,2021-11-09
7714,732,-5.0,2021-11-09T20:55:22.000Z,20,55,22,2021-11-09
7713,732,-5.0,2021-11-09T20:55:08.000Z,20,55,8,2021-11-09
7712,732,-5.0,2021-11-09T20:54:54.000Z,20,54,54,2021-11-09
7711,732,-4.0,2021-11-09T20:54:40.000Z,20,54,40,2021-11-09
7697,732,-3.0,2021-11-09T04:06:56.000Z,4,6,56,2021-11-09
7696,732,-3.0,2021-11-09T04:05:35.000Z,4,5,35,2021-11-09
7695,732,-3.0,2021-11-09T04:03:41.000Z,4,3,41,2021-11-09
7694,732,-3.0,2021-11-09T04:02:12.000Z,4,2,12,2021-11-09
7693,732,-3.0,2021-11-09T04:00:39.000Z,4,0,39,2021-11-09
7692,732,-3.0,2021-11-09T03:59:10.000Z,3,59,10,2021-11-09
7691,732,-3.0,2021-11-09T03:57:31.000Z,3,57,31,2021-11-09
7690,732,-3.0,2021-11-09T03:55:46.000Z,3,55,46,2021-11-09
7689,732,-3.0,2021-11-09T03:53:29.000Z,3,53,29,2021-11-09
7688,732,-3.0,2021-11-09T03:51:58.000Z,3,51,58,2021-11-09
7687,732,-3.0,2021-11-09T03:51:12.000Z,3,51,12,2021-11-09
7686,732,-3.0,2021-11-09T03:49:20.000Z,3,49,20,2021-11-09
7685,732,-3.0,2021-11-09T02:10:42.000Z,2,10,42,2021-11-09
7684,732,-3.0,2021-11-09T02:09:00.000Z,2,9,0,2021-11-09
7683,732,-3.0,2021-11-09T02:07:40.000Z,2,7,40,2021-11-09
7682,671,-3.0,2021-11-08T22:56:31.000Z,22,56,31,2021-11-08
7680,671,-10.0,2021-11-08T22:54:43.000Z,22,54,43,2021-11-08
7678,671,-20.0,2021-11-08T22:48:05.000Z,22,48,5,2021-11-08
7677,671,-2.0,2021-11-08T22:47:03.000Z,22,47,3,2021-11-08
7676,671,-10.0,2021-11-08T22:45:05.000Z,22,45,5,2021-11-08
7670,671,-10.0,2021-11-08T22:10:08.000Z,22,10,8,2021-11-08
7669,671,-5.0,2021-11-08T22:09:34.000Z,22,9,34,2021-11-08
7668,671,-50.0,2021-11-08T22:08:26.000Z,22,8,26,2021-11-08
7665,671,-3.0,2021-11-08T21:38:43.000Z,21,38,43,2021-11-08
7664,671,-3.0,2021-11-08T21:37:58.000Z,21,37,58,2021-11-08
7656,671,-50.0,2021-11-08T19:08:07.000Z,19,8,7,2021-11-08
7655,671,-10.0,2021-11-08T19:07:03.000Z,19,7,3,2021-11-08
7641,671,-30.0,2021-11-07T18:49:04.000Z,18,49,4,2021-11-07
7640,671,-20.0,2021-11-07T18:47:07.000Z,18,47,7,2021-11-07
7638,211,-2.0,2021-11-07T18:10:27.000Z,18,10,27,2021-11-07
7637,211,-5.0,2021-11-07T18:09:19.000Z,18,9,19,2021-11-07
6824,671,-2.0,2021-10-21T22:41:20.000Z,22,41,20,2021-10-21
6823,671,-10.0,2021-10-21T22:40:02.000Z,22,40,2,2021-10-21
6782,671,-2.0,2021-10-20T21:47:01.000Z,21,47,1,2021-10-20
6781,671,-3.0,2021-10-20T21:45:25.000Z,21,45,25,2021-10-20
6777,730,-2.0,2021-10-20T21:28:29.000Z,21,28,29,2021-10-20
6776,730,-2.0,2021-10-20T21:27:24.000Z,21,27,24,2021-10-20
6768,211,-4.0,2021-10-20T20:17:00.000Z,20,17,0,2021-10-20
6767,211,-2.0,2021-10-20T20:15:25.000Z,20,15,25,2021-10-20
6758,211,-2.0,2021-10-20T16:23:24.000Z,16,23,24,2021-10-20
6757,211,-5.0,2021-10-20T16:22:11.000Z,16,22,11,2021-10-20
6682,671,-2.0,2021-10-19T15:35:18.000Z,15,35,18,2021-10-19
6681,671,-10.0,2021-10-19T15:33:36.000Z,15,33,36,2021-10-19
3589,689,-2.0,2021-06-12T01:03:00.000Z,1,3,0,2021-06-12
3588,689,-2.0,2021-06-12T01:01:23.000Z,1,1,23,2021-06-12
3549,660,-5.0,2021-05-23T17:38:14.000Z,17,38,14,2021-05-23
3548,660,-4.0,2021-05-23T17:36:37.000Z,17,36,37,2021-05-23
3541,660,-4.0,2021-05-22T16:46:19.000Z,16,46,19,2021-05-22
3540,660,-5.0,2021-05-22T16:45:15.000Z,16,45,15,2021-05-22
3539,660,-5.0,2021-05-22T16:43:55.000Z,16,43,55,2021-05-22
3537,660,-4.0,2021-05-22T16:42:25.000Z,16,42,25,2021-05-22
3536,660,-3.0,2021-05-22T16:33:46.000Z,16,33,46,2021-05-22
3535,660,-3.0,2021-05-22T16:33:04.000Z,16,33,4,2021-05-22
3534,660,-2.0,2021-05-22T16:31:59.000Z,16,31,59,2021-05-22
7162,732,-2.0,2021-10-29T21:11:55.000Z,21,11,55,2021-10-29
7161,732,-2.0,2021-10-29T21:11:07.000Z,21,11,7,2021-10-29
7160,732,-2.0,2021-10-29T21:10:05.000Z,21,10,5,2021-10-29
7159,732,-2.0,2021-10-29T21:08:35.000Z,21,8,35,2021-10-29
7158,732,-2.0,2021-10-29T21:08:02.000Z,21,8,2,2021-10-29
7157,732,-2.0,2021-10-29T21:07:30.000Z,21,7,30,2021-10-29
7153,671,-2.0,2021-10-29T00:57:56.000Z,0,57,56,2021-10-29
7152,671,-3.0,2021-10-29T00:57:06.000Z,0,57,6,2021-10-29
7151,671,-5.0,2021-10-29T00:55:24.000Z,0,55,24,2021-10-29
7143,732,-2.0,2021-10-28T20:24:45.000Z,20,24,45,2021-10-28
7142,732,-2.0,2021-10-28T20:23:50.000Z,20,23,50,2021-10-28
7141,732,-2.0,2021-10-28T20:23:00.000Z,20,23,0,2021-10-28
7136,732,-2.0,2021-10-28T18:57:00.000Z,18,57,0,2021-10-28
7135,732,-22.0,2021-10-28T18:56:36.000Z,18,56,36,2021-10-28
7108,671,-2.0,2021-10-27T22:48:16.000Z,22,48,16,2021-10-27
7107,671,-5.0,2021-10-27T22:47:09.000Z,22,47,9,2021-10-27
7098,671,-5.0,2021-10-27T21:27:43.000Z,21,27,43,2021-10-27
7097,671,-2.0,2021-10-27T21:26:45.000Z,21,26,45,2021-10-27
7096,671,-3.0,2021-10-27T21:25:26.000Z,21,25,26,2021-10-27
7087,737,-5.0,2021-10-27T18:13:30.000Z,18,13,30,2021-10-27
7086,737,-2.0,2021-10-27T18:12:43.000Z,18,12,43,2021-10-27
7085,737,-2.0,2021-10-27T18:12:13.000Z,18,12,13,2021-10-27
7084,732,-2.0,2021-10-27T18:10:28.000Z,18,10,28,2021-10-27
7083,732,-2.0,2021-10-27T18:09:41.000Z,18,9,41,2021-10-27
7082,732,-2.0,2021-10-27T18:09:08.000Z,18,9,8,2021-10-27
7073,732,-5.0,2021-10-27T13:49:53.000Z,13,49,53,2021-10-27
7072,732,-16.0,2021-10-27T13:49:14.000Z,13,49,14,2021-10-27
6672,671,-30.0,2021-10-18T21:27:48.000Z,21,27,48,2021-10-18
6670,671,-25.0,2021-10-18T21:26:38.000Z,21,26,38,2021-10-18
6665,732,-20.0,2021-10-18T21:02:59.000Z,21,2,59,2021-10-18
6664,732,-20.0,2021-10-18T21:01:40.000Z,21,1,40,2021-10-18
6645,737,-2.0,2021-10-17T20:17:56.000Z,20,17,56,2021-10-17
6644,737,-2.0,2021-10-17T20:16:44.000Z,20,16,44,2021-10-17
6642,671,-2.0,2021-10-17T20:06:49.000Z,20,6,49,2021-10-17
6641,671,-2.0,2021-10-17T20:05:01.000Z,20,5,1,2021-10-17
6636,671,-2.0,2021-10-17T17:16:26.000Z,17,16,26,2021-10-17
6635,671,-3.0,2021-10-17T17:15:18.000Z,17,15,18,2021-10-17
6630,732,-5.0,2021-10-17T16:20:57.000Z,16,20,57,2021-10-17
6629,732,-5.0,2021-10-17T16:18:59.000Z,16,18,59,2021-10-17
6623,671,-3.0,2021-10-17T15:39:36.000Z,15,39,36,2021-10-17
6622,671,-2.0,2021-10-17T15:38:41.000Z,15,38,41,2021-10-17
6613,732,-5.0,2021-10-17T02:43:23.000Z,2,43,23,2021-10-17
6612,732,-5.0,2021-10-17T02:42:31.000Z,2,42,31,2021-10-17
6611,732,-5.0,2021-10-17T02:41:39.000Z,2,41,39,2021-10-17
6610,732,-5.0,2021-10-17T02:40:47.000Z,2,40,47,2021-10-17
6598,737,-2.0,2021-10-16T21:06:20.000Z,21,6,20,2021-10-16
6597,737,-2.0,2021-10-16T21:06:00.000Z,21,6,0,2021-10-16
6596,737,-5.0,2021-10-16T21:05:27.000Z,21,5,27,2021-10-16
6581,732,-4.0,2021-10-16T11:28:07.000Z,11,28,7,2021-10-16
6580,732,-4.0,2021-10-16T11:27:18.000Z,11,27,18,2021-10-16
6573,671,-5.0,2021-10-16T01:12:44.000Z,1,12,44,2021-10-16
6572,671,-5.0,2021-10-16T01:12:03.000Z,1,12,3,2021-10-16
3784,690,-30.0,2021-06-23T13:32:10.000Z,13,32,10,2021-06-23
3783,690,-20.0,2021-06-23T13:30:39.000Z,13,30,39,2021-06-23
3772,690,-30.0,2021-06-22T14:33:53.000Z,14,33,53,2021-06-22
3770,690,-30.0,2021-06-22T14:32:26.000Z,14,32,26,2021-06-22
3767,689,-4.0,2021-06-22T11:17:38.000Z,11,17,38,2021-06-22
3766,689,-4.0,2021-06-22T11:16:26.000Z,11,16,26,2021-06-22
3762,689,-2.0,2021-06-22T00:35:59.000Z,0,35,59,2021-06-22
3761,689,-2.0,2021-06-22T00:34:23.000Z,0,34,23,2021-06-22
3711,690,-20.0,2021-06-17T20:41:23.000Z,20,41,23,2021-06-17
3710,690,-20.0,2021-06-17T20:39:56.000Z,20,39,56,2021-06-17
3703,690,-10.0,2021-06-17T18:53:42.000Z,18,53,42,2021-06-17
3702,690,-20.0,2021-06-17T18:52:33.000Z,18,52,33,2021-06-17
3699,690,-10.0,2021-06-17T18:20:12.000Z,18,20,12,2021-06-17
3698,690,-18.0,2021-06-17T18:18:26.000Z,18,18,26,2021-06-17
3692,689,-2.0,2021-06-17T16:47:52.000Z,16,47,52,2021-06-17
3691,689,-2.0,2021-06-17T16:47:11.000Z,16,47,11,2021-06-17
3690,689,-2.0,2021-06-17T16:45:45.000Z,16,45,45,2021-06-17
3676,689,-3.0,2021-06-15T21:24:14.000Z,21,24,14,2021-06-15
3675,689,-2.0,2021-06-15T21:22:57.000Z,21,22,57,2021-06-15
3674,689,-2.0,2021-06-15T21:21:31.000Z,21,21,31,2021-06-15
4584,205,-2.0,2021-07-19T03:13:27.000Z,3,13,27,2021-07-19
4583,205,-2.0,2021-07-19T03:12:47.000Z,3,12,47,2021-07-19
4578,689,-2.0,2021-07-18T18:39:32.000Z,18,39,32,2021-07-18
4577,689,-2.0,2021-07-18T18:38:54.000Z,18,38,54,2021-07-18
4576,689,-2.0,2021-07-18T18:38:01.000Z,18,38,1,2021-07-18
4575,689,-2.0,2021-07-18T18:37:14.000Z,18,37,14,2021-07-18
4571,689,-5.0,2021-07-18T13:57:59.000Z,13,57,59,2021-07-18
4570,689,-5.0,2021-07-18T13:56:53.000Z,13,56,53,2021-07-18
4562,205,-5.0,2021-07-18T03:14:26.000Z,3,14,26,2021-07-18
4561,205,-10.0,2021-07-18T03:13:30.000Z,3,13,30,2021-07-18
4558,205,-2.0,2021-07-18T01:47:25.000Z,1,47,25,2021-07-18
4557,205,-10.0,2021-07-18T01:46:46.000Z,1,46,46,2021-07-18
4552,205,-2.0,2021-07-17T22:56:54.000Z,22,56,54,2021-07-17
4551,205,-2.0,2021-07-17T22:55:29.000Z,22,55,29,2021-07-17
4543,205,-2.0,2021-07-17T18:31:01.000Z,18,31,1,2021-07-17
4542,205,-2.0,2021-07-17T18:30:38.000Z,18,30,38,2021-07-17
4541,205,-2.0,2021-07-17T18:30:13.000Z,18,30,13,2021-07-17
4532,205,-2.0,2021-07-17T15:10:12.000Z,15,10,12,2021-07-17
4531,205,-2.0,2021-07-17T15:09:58.000Z,15,9,58,2021-07-17
4530,205,-2.0,2021-07-17T15:09:11.000Z,15,9,11,2021-07-17
4529,205,-2.0,2021-07-17T15:08:09.000Z,15,8,9,2021-07-17
4528,205,-4.0,2021-07-17T15:06:47.000Z,15,6,47,2021-07-17
4526,689,-2.0,2021-07-17T13:46:26.000Z,13,46,26,2021-07-17
4525,689,-2.0,2021-07-17T13:45:42.000Z,13,45,42,2021-07-17
4524,689,-2.0,2021-07-17T13:44:57.000Z,13,44,57,2021-07-17
4515,205,-2.0,2021-07-17T03:23:07.000Z,3,23,7,2021-07-17
4514,205,-5.0,2021-07-17T03:21:17.000Z,3,21,17,2021-07-17
4506,205,-2.0,2021-07-16T22:52:55.000Z,22,52,55,2021-07-16
4505,205,-2.0,2021-07-16T22:52:11.000Z,22,52,11,2021-07-16
4504,205,-2.0,2021-07-16T22:51:32.000Z,22,51,32,2021-07-16
4491,205,-5.0,2021-07-16T02:51:47.000Z,2,51,47,2021-07-16
4490,205,-10.0,2021-07-16T02:50:17.000Z,2,50,17,2021-07-16
4486,205,-2.0,2021-07-15T18:38:34.000Z,18,38,34,2021-07-15
6105,715,-2.0,2021-10-03T20:43:02.000Z,20,43,2,2021-10-03
6104,715,-2.0,2021-10-03T20:42:37.000Z,20,42,37,2021-10-03
6100,715,-2.0,2021-10-03T19:17:30.000Z,19,17,30,2021-10-03
6099,715,-2.0,2021-10-03T19:16:52.000Z,19,16,52,2021-10-03
6098,715,-5.0,2021-10-03T19:16:26.000Z,19,16,26,2021-10-03
6097,715,-2.0,2021-10-03T19:14:48.000Z,19,14,48,2021-10-03
6096,715,-2.0,2021-10-03T19:13:51.000Z,19,13,51,2021-10-03
6093,732,-3.0,2021-10-03T19:09:02.000Z,19,9,2,2021-10-03
6092,732,-5.0,2021-10-03T19:07:36.000Z,19,7,36,2021-10-03
6089,732,-4.0,2021-10-03T18:12:58.000Z,18,12,58,2021-10-03
6088,732,-5.0,2021-10-03T18:11:43.000Z,18,11,43,2021-10-03
6087,732,-2.0,2021-10-03T15:41:58.000Z,15,41,58,2021-10-03
6086,732,-5.0,2021-10-03T15:39:59.000Z,15,39,59,2021-10-03
6085,737,-2.0,2021-10-03T14:47:39.000Z,14,47,39,2021-10-03
6084,737,-2.0,2021-10-03T14:46:56.000Z,14,46,56,2021-10-03
6083,737,-2.0,2021-10-03T14:44:26.000Z,14,44,26,2021-10-03
6082,732,-2.0,2021-10-03T14:43:19.000Z,14,43,19,2021-10-03
6081,737,-2.0,2021-10-03T14:43:02.000Z,14,43,2,2021-10-03
6080,737,-2.0,2021-10-03T14:42:35.000Z,14,42,35,2021-10-03
6079,732,-5.0,2021-10-03T14:41:23.000Z,14,41,23,2021-10-03
6071,205,-2.0,2021-10-03T04:47:41.000Z,4,47,41,2021-10-03
6070,205,-2.0,2021-10-03T04:46:35.000Z,4,46,35,2021-10-03
6063,205,-2.0,2021-10-02T23:25:12.000Z,23,25,12,2021-10-02
6062,205,-2.0,2021-10-02T23:24:45.000Z,23,24,45,2021-10-02
6061,205,-2.0,2021-10-02T23:24:25.000Z,23,24,25,2021-10-02
6060,205,-2.0,2021-10-02T23:24:00.000Z,23,24,0,2021-10-02
6058,205,-2.0,2021-10-02T23:17:49.000Z,23,17,49,2021-10-02
6057,205,-2.0,2021-10-02T23:17:30.000Z,23,17,30,2021-10-02
6056,205,-2.0,2021-10-02T23:17:13.000Z,23,17,13,2021-10-02
6054,205,-2.0,2021-10-02T23:15:49.000Z,23,15,49,2021-10-02
6049,732,-2.0,2021-10-02T21:50:44.000Z,21,50,44,2021-10-02
6048,732,-5.0,2021-10-02T21:48:53.000Z,21,48,53,2021-10-02
3477,586,-2.0,2021-10-02T19:07:59.000Z,19,7,59,2021-10-02
5430,586,-10.0,2021-10-02T19:07:29.000Z,19,7,29,2021-10-02
6033,586,-3.0,2021-10-02T19:06:59.000Z,19,6,59,2021-10-02
6034,586,-2.0,2021-10-02T19:06:29.000Z,19,6,29,2021-10-02
6035,586,-2.0,2021-10-02T19:05:59.000Z,19,5,59,2021-10-02
6036,586,-2.0,2021-10-02T19:05:29.000Z,19,5,29,2021-10-02
6039,586,-2.0,2021-10-02T19:04:59.000Z,19,4,59,2021-10-02
6040,586,-2.0,2021-10-02T19:04:29.000Z,19,4,29,2021-10-02
6041,586,-4.0,2021-10-02T19:03:59.000Z,19,3,59,2021-10-02
6042,586,-3.0,2021-10-02T19:03:29.000Z,19,3,29,2021-10-02
6020,732,-3.0,2021-10-02T04:56:36.000Z,4,56,36,2021-10-02
6019,732,-3.0,2021-10-02T04:54:40.000Z,4,54,40,2021-10-02
6017,732,-10.0,2021-10-02T04:04:34.000Z,4,4,34,2021-10-02
6016,732,-10.0,2021-10-02T04:03:24.000Z,4,3,24,2021-10-02
6015,732,-10.0,2021-10-02T04:01:30.000Z,4,1,30,2021-10-02
6945,732,-6.0,2021-10-24T17:31:01.000Z,17,31,1,2021-10-24
6944,732,-5.0,2021-10-24T17:30:15.000Z,17,30,15,2021-10-24
6943,732,-5.0,2021-10-24T17:29:07.000Z,17,29,7,2021-10-24
6942,732,-5.0,2021-10-24T17:28:07.000Z,17,28,7,2021-10-24
6935,732,-5.0,2021-10-24T13:22:48.000Z,13,22,48,2021-10-24
6934,732,-5.0,2021-10-24T13:22:10.000Z,13,22,10,2021-10-24
6933,732,-5.0,2021-10-24T13:21:28.000Z,13,21,28,2021-10-24
6932,732,-5.0,2021-10-24T13:20:06.000Z,13,20,6,2021-10-24
6931,732,-5.0,2021-10-24T13:19:07.000Z,13,19,7,2021-10-24
6930,732,-2.0,2021-10-24T13:17:22.000Z,13,17,22,2021-10-24
6926,737,-2.0,2021-10-24T13:01:23.000Z,13,1,23,2021-10-24
6925,737,-2.0,2021-10-24T13:01:07.000Z,13,1,7,2021-10-24
6924,737,-2.0,2021-10-24T13:00:48.000Z,13,0,48,2021-10-24
6923,737,-2.0,2021-10-24T13:00:33.000Z,13,0,33,2021-10-24
6919,732,-10.0,2021-10-24T08:01:21.000Z,8,1,21,2021-10-24
6918,732,-5.0,2021-10-24T07:59:59.000Z,7,59,59,2021-10-24
6917,732,-5.0,2021-10-24T07:59:05.000Z,7,59,5,2021-10-24
6916,732,-5.0,2021-10-24T07:58:03.000Z,7,58,3,2021-10-24
6915,732,-5.0,2021-10-24T07:56:10.000Z,7,56,10,2021-10-24
6914,732,-5.0,2021-10-24T07:55:34.000Z,7,55,34,2021-10-24
6910,732,-4.0,2021-10-24T03:41:46.000Z,3,41,46,2021-10-24
6909,732,-4.0,2021-10-24T03:40:51.000Z,3,40,51,2021-10-24
6908,732,-15.0,2021-10-24T03:39:52.000Z,3,39,52,2021-10-24
6895,730,-15.0,2021-10-23T21:16:51.000Z,21,16,51,2021-10-23
6894,730,-10.0,2021-10-23T21:16:03.000Z,21,16,3,2021-10-23
6891,732,-7.0,2021-10-23T20:04:04.000Z,20,4,4,2021-10-23
6890,732,-6.0,2021-10-23T20:03:06.000Z,20,3,6,2021-10-23
6884,732,-2.0,2021-10-23T16:26:03.000Z,16,26,3,2021-10-23
6883,732,-2.0,2021-10-23T16:25:42.000Z,16,25,42,2021-10-23
6882,732,-2.0,2021-10-23T16:25:00.000Z,16,25,0,2021-10-23
6881,732,-2.0,2021-10-23T16:24:13.000Z,16,24,13,2021-10-23
6880,732,-2.0,2021-10-23T16:23:15.000Z,16,23,15,2021-10-23
6879,732,-2.0,2021-10-23T16:22:21.000Z,16,22,21,2021-10-23
6878,732,-2.0,2021-10-23T16:21:27.000Z,16,21,27,2021-10-23
6877,732,-2.0,2021-10-23T16:20:27.000Z,16,20,27,2021-10-23
6863,732,-5.0,2021-10-23T13:48:52.000Z,13,48,52,2021-10-23
6862,732,-5.0,2021-10-23T13:48:31.000Z,13,48,31,2021-10-23
6858,732,-2.0,2021-10-23T04:12:20.000Z,4,12,20,2021-10-23
6857,732,-2.0,2021-10-23T04:10:46.000Z,4,10,46,2021-10-23
6856,732,-2.0,2021-10-23T04:09:45.000Z,4,9,45,2021-10-23
6855,732,-2.0,2021-10-23T04:08:56.000Z,4,8,56,2021-10-23
6854,732,-2.0,2021-10-23T04:08:09.000Z,4,8,9,2021-10-23
6853,732,-2.0,2021-10-23T04:07:20.000Z,4,7,20,2021-10-23
6852,732,-2.0,2021-10-23T04:06:46.000Z,4,6,46,2021-10-23
6851,732,-4.0,2021-10-23T04:04:12.000Z,4,4,12,2021-10-23
6850,732,-4.0,2021-10-23T04:03:01.000Z,4,3,1,2021-10-23
6849,732,-5.0,2021-10-23T04:01:55.000Z,4,1,55,2021-10-23
6846,732,-5.0,2021-10-23T00:03:13.000Z,0,3,13,2021-10-23
6845,732,-10.0,2021-10-23T00:01:33.000Z,0,1,33,2021-10-23
7624,732,-4.0,2021-11-07T16:07:14.000Z,16,7,14,2021-11-07
7623,732,-4.0,2021-11-07T16:06:11.000Z,16,6,11,2021-11-07
7622,732,-4.0,2021-11-07T16:05:07.000Z,16,5,7,2021-11-07
7621,732,-4.0,2021-11-07T16:04:04.000Z,16,4,4,2021-11-07
7620,732,-4.0,2021-11-07T16:00:04.000Z,16,0,4,2021-11-07
7619,732,-4.0,2021-11-07T15:59:16.000Z,15,59,16,2021-11-07
7618,732,-4.0,2021-11-07T15:58:50.000Z,15,58,50,2021-11-07
7617,732,-4.0,2021-11-07T15:58:27.000Z,15,58,27,2021-11-07
7613,671,-2.0,2021-11-07T13:52:35.000Z,13,52,35,2021-11-07
7612,671,-2.0,2021-11-07T13:51:47.000Z,13,51,47,2021-11-07
7603,732,-5.0,2021-11-07T04:20:08.000Z,4,20,8,2021-11-07
7602,732,-5.0,2021-11-07T04:19:31.000Z,4,19,31,2021-11-07
7601,732,-5.0,2021-11-07T04:18:55.000Z,4,18,55,2021-11-07
7600,732,-5.0,2021-11-07T04:17:35.000Z,4,17,35,2021-11-07
7599,732,-5.0,2021-11-07T04:17:00.000Z,4,17,0,2021-11-07
7598,732,-5.0,2021-11-07T04:16:34.000Z,4,16,34,2021-11-07
7597,732,-5.0,2021-11-07T04:16:03.000Z,4,16,3,2021-11-07
7596,732,-5.0,2021-11-07T04:15:39.000Z,4,15,39,2021-11-07
7595,732,-5.0,2021-11-07T04:15:12.000Z,4,15,12,2021-11-07
7594,732,-5.0,2021-11-07T04:14:54.000Z,4,14,54,2021-11-07
7593,732,-4.0,2021-11-07T04:14:30.000Z,4,14,30,2021-11-07
7587,211,-5.0,2021-11-06T20:27:08.000Z,20,27,8,2021-11-06
7586,211,-5.0,2021-11-06T20:25:47.000Z,20,25,47,2021-11-06
7584,671,-2.0,2021-11-06T20:01:10.000Z,20,1,10,2021-11-06
7583,671,-2.0,2021-11-06T19:59:12.000Z,19,59,12,2021-11-06
7565,737,-2.0,2021-11-06T15:23:58.000Z,15,23,58,2021-11-06
7564,737,-5.0,2021-11-06T15:22:53.000Z,15,22,53,2021-11-06
7556,732,-2.0,2021-11-06T03:32:06.000Z,3,32,6,2021-11-06
7555,732,-2.0,2021-11-06T03:31:06.000Z,3,31,6,2021-11-06
7554,732,-2.0,2021-11-06T03:30:16.000Z,3,30,16,2021-11-06
7553,732,-2.0,2021-11-06T03:29:36.000Z,3,29,36,2021-11-06
7552,732,-2.0,2021-11-06T03:28:45.000Z,3,28,45,2021-11-06
