Id,Cliente_Id,Valor,DataHora,Hora,Minuto,Segundo,Dia
881,4,25.0,2020-08-27T12:48:17.000Z,12,48,17,2020-08-27
880,4,10.0,2020-08-27T12:48:07.000Z,12,48,7,2020-08-27
879,4,15.0,2020-08-27T12:47:51.000Z,12,47,51,2020-08-27
878,4,25.0,2020-08-27T01:23:25.000Z,1,23,25,2020-08-27
877,4,25.0,2020-08-27T01:23:20.000Z,1,23,20,2020-08-27
876,4,25.0,2020-08-27T01:23:02.000Z,1,23,2,2020-08-27
875,4,25.0,2020-08-27T01:22:59.000Z,1,22,59,2020-08-27
874,4,25.0,2020-08-27T01:22:51.000Z,1,22,51,2020-08-27
873,4,25.0,2020-08-27T01:22:45.000Z,1,22,45,2020-08-27
872,4,500.0,2020-08-27T01:22:17.000Z,1,22,17,2020-08-27
871,4,500.0,2020-08-27T01:22:08.000Z,1,22,8,2020-08-27
870,4,500.0,2020-08-27T01:21:53.000Z,1,21,53,2020-08-27
869,4,500.0,2020-08-27T01:21:30.000Z,1,21,30,2020-08-27
868,4,500.0,2020-08-27T01:21:13.000Z,1,21,13,2020-08-27
859,4,500.0,2020-08-27T00:55:58.000Z,0,55,58,2020-08-27
858,4,500.0,2020-08-27T00:55:40.000Z,0,55,40,2020-08-27
857,4,500.0,2020-08-27T00:55:17.000Z,0,55,17,2020-08-27
856,4,500.0,2020-08-27T00:54:45.000Z,0,54,45,2020-08-27
746,431,1200.0,2020-07-31T15:31:53.000Z,15,31,53,2020-07-31
682,4,5.0,2020-07-06T15:56:49.000Z,15,56,49,2020-07-06
680,389,10.0,2020-07-06T15:55:52.000Z,15,55,52,2020-07-06
619,335,72.962,2020-05-25T03:12:36.000Z,3,12,36,2020-05-25
614,335,111.9525,2020-05-24T18:01:42.000Z,18,1,42,2020-05-24
